,0
3226,자신의 분야엔 전문성과 깊이를 가져야 하지만 이것 외에도 폭넓은 교양과 인적 네트워크까지 가져야만 한다
3227,이것이 왜 개발자가 프로젝트를 알아야 하는지에 대한 작은 힌트이며 이에 대한 해답을 프로젝트란 틀을 빌려 말하고자 한다
3228,한 차원 높은 웹 설계를 위한 노드
3229,자바스크립트 디자인 패턴 가이드
3230,js는 JavaScript를 사용하여 쉽게 확장 가능한 서버 측 어플리케이션을 만들 수 있는 매우 유용한 소프트웨어 플랫폼으로 효율적인 코드 작성을 통해 설계 및 코드 분할을 가능하게 합니다
3231,이 책은 노드
3232,js의 비동기 단일 스레드 아키텍처와 주요 디자인 패턴을 설명하고 비동기식 제어 흐름 패턴과 스트림 구성 요소를 마스터하는 방법을 보여주며 가장 일반적인 디자인 패턴의 노드
3233,자바스크립트 구현 목록과 노드
3234,자바스크립트 전용 특정 디자인 패턴으로 마무리됩니다
3235,또한 범용 자바스크립트 확장성과 같은 보다 진보된 개념들을 통해 노드
3236,js를 사용하여 엔터프라이즈급 어플리케이션을 구축하기 위한 모든 필요한 개념들을 제공하고 있습니다
3237,이 책 전반에 걸쳐 LevelDb Redis RabbitMQ ZMQ Express와 같은 실제 라이브러리들과 기술들을 통해 다양한 패턴과 기법을 보여주며 이를 통해 노드
3238,자바스크립트 생태계와 그 솔루션들에 대한 훌륭한 예시를 제공할 것입니다
3239,파이썬은 머신러닝과 인공지능 등 최첨단의 분야에서 주목받고 있으며 프로그래밍의 원리를 배우기 위한 기본 언어로도 적합합니다
3240,이 책에서는 간단한 게임을 직접 만들어 보면서 쉽고 재미있게 파이썬을 배웁니다
3241,기초편에서는 파이썬 문법과 PyGame 등 기초 지식에 대해서 설명하고 게임편에서는 가지 예제 게임들을 통해 앞에서 배운 문법이 실제로 어떻게 구현되는지 보여줍니다
3242,우리에게 친숙한 테트리스 갤러그 블록 퍼즐 미사일 등의 고전 게임을 초보자도 입력하기 쉽도록 짧은 코드로 구성했습니다
3243,기초편에서는 파이썬 설치 방법과 변수의 사용법 산술연산 방법 리스트나 튜플 등의 기본적인 데이터 구성 if 문 for 문 while 문 등 제어 명령에 대한 파이썬의 기본 문법에 대해 배웁니다
3244,또한 PyGame의 사용법 디버깅 방법 삼각함수의 기초 객체지향적인 사고방식과 클래스 사용법 등 실제 게임 제작에 필요한 내용들도 다룹니다
3245,프로그래밍 언어를 익숙하게 다루려면 구체적인 예를 많이 접해봐야 합니다
3246,게임편에서는 기초편에서 배웠던 내용을 토대로 스크롤 퍼즐 유사 D 블록 무너뜨리기 슈팅 낙하 등 다양한 스타일의 게임을 직접 만들어 봅니다
3247,총 가지 게임들의 소스 코드를 읽는 동안 일정한 패턴이 있음을 깨닫게 될 것입니다
3248,이 책은 스프링 부트 입문자의 눈높이에 맞춰 스프링 부트 환경 설정부터 커뮤니티 게시판 구현까지를 다룹니다
3249,스프링 부트의 기본 개념과 다양한 스프링 부트 스타터를 이용해 커뮤니티 게시판 구축 프로젝트를 구현합니다
3250,스프링을 몰라도 공부할 수 있도록 가능한 한 쉽게 설명하고 따라 할 수 있게 예제 코드와 그림을 제시했습니다
3251,물론 자바를 사용할 줄은 알아야 합니다
3252,가상화폐 블록체인 등에 관한 핀테크 뉴스가 넘쳐나고 있다
3253,차 산업혁명의 발전은 핀테크와 관련되어 있기 때문이다
3254,핀테크의 발전은 우리의 생활을 혁신적으로 변화하게 할 것이다
3255,현재의 금융 형태가 가까운 미래에 사라지고 새로운 형태가 나타날 것이다
3256,벌써 카카오페이나 토스를 통해서 금융거래도 놀라운 변화를 일으키고 있다
3257,이러한 핀테크 기술의 핵심에 개인정보보호가 있다
3258,아무리 뛰어난 기술이라고 하더라도 개인정보보호에 문제가 발생하면 사용할 수 없다
3259,이러한 기술은 법적으로 많은 규제가 이루어지고 해당 산업은 더 발전하기가 어려울 것이다
3260,다양한 기술의 핀테크 시대를 제대로 열기 위해서는 개인정보보호라는 열쇠가 필요하다
3261,개인정보보호를 잘 이해하고 있어야 기술의 발전을 이끌어 갈 수 있다
3262,이 책은 기업의 실무자나 관련 기술의 이용자들이 참조할만한 내용으로 구성되어 있다
3263,특히 법적으로 요구되는 문제들을 다루고 있다
3264,실무자들이 이러한 문제들을 이해하고 있지 못하면 자칫 실수할 수 있다
3265,이로 인한 피해는 매우 클 수 있다
3266,저자는 핀테크 분야의 개인정보보호에 대한 해박한 지식과 현장의 경험으로 실무자들이 꼭 알아야 하는 개인정보보호에 대해서 쉽게 설명하고 있다
3267,또한 이용자 역시 꼭 이해해야 할 내용을 담고 있다
3268,이 책은 핀테크 기업의 실무자와 이용자를 위한 개인정보보호 핵심 가이드가 될 수 있을 것이다
3269,코틀린은 구글이 안드로이드 공식 개발 언어로 채택한 언어다
3270,최근 구글 내부 개발 공식 언어로 코틀린이 지정되었기 때문에 앞으로 코틀린의 중요성은 더욱 커질 것이다
3271,이 책은 코틀린 핵심 문법을 간결한 예제 코드를 통해서 빠르게 배울 수 있으며 코틀린으로 실제 안드로이드 앱을 개발하는 과정을 단계적으로 수록하였다
3272,이 책에서는 안드로이드 기반의 클라이언트는 물론 윈도우 기반의 서버를 구현하여 스마트폰에 있는 사진 및 영상을 PC로 전송하는 프로그램을 제작해본다
3273,온라인에서 볼 수 있는 흔한 예제가 아닌 하나의 독창적 서비스로 발전시킬 수 있는 예제를 제공한다
3274,풍부한 예제 코드에 기반하여 앱 제작 과정을 따라가다 보면 여러분도 어느새 코틀린에 익숙해질 수 있을 것이다
3275,기초부터 실전 웹 서비스까지 다 담았다
3276,현직 개발자이자 IT강사인 배프의 강의와 실무를 통해 쌓은 노하우를 한 단계식 알려드립니다
3277,현 웹 프로그래밍 시장은 다양한 기술을 활용하여 얼마나 따른 시간 안에 서비스를 만들어 출시하는 지를 경쟁하는 전쟁 통입니다
3278,수많은 기업에서 활용하는 기술들을 습득하려면 절대적인 시간이 부족합니다
3279,그렇기 때문에 빠른 개발을 위한 핵심 내용들을 골라 습득하고 이를 활용해 서비스를 제작하면서 더욱 깊게 학습해나갈 수 있도록 로드맵을 제시합니다
3280,책에 수록된 예제들을 따라하다 보면 장고의 핵심 기능을 활용해 빠르게 본인의 웹 서비스를 만들 수 있도록 필수 기능들을 반복적으로 수록하고 각 예제마다 특별한 기능들을 익힐 수 있게 구성하였습니다
3281,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
3282,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
3283,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
3284,JavaScript로 무엇이든 해낼 수 있다
3285,발 빠르게 진화되면서 세계에서 가장 인기 있는 언어가 된 자바스크립트를 설치부터 활용까지 예제별로 친절하게 안내하는 책이다
3286,본서는 총 개의 파트 입문 초급 중급 활용 실무 로 구성되어 있으며 개의 예제를 학습하면서 자바스크립트를 익힐 수 있다
3287,입문 파트에서는 언어를 실행할 수 있는 환경을 안내하고 기초적 개념을 학습하며 초급 파트에서는 기본적인 자료구조 외 이에스 의 향상된 문법을 배운다
3288,중급 파트에서는 실제로 많이 사용되
3289,는 개체의 메소드 활용법을 안내하며 활용 파트로 넘어가 자바스크립트를 응용하는 방법을 배운다
3290,예제를 통해 웹 페이지와 서버를 구현해 보고 실무 파트에서 파일 업로드 및 게임 만들기를 통해 서버와 클라이언트 모두를 자바스크립트로 구현해 볼 수 있다
3291,이 책을 학습하기 위한 본문 예제 파일은 정보문화사 홈페이지 infopub
3292,kr 자료실에서 다운로드 가능하며 학습중궁금사항은저자홈페이지 깃허브
3293,com 자바스크립트 자바스크립트 examples issues 에서 피드백 가능하다
3294,구글 클라우드 플랫폼의 기능과 시스템 구축 패턴 이 책은 구글 클라우드 플랫폼 GCP 으로 시스템이나 애플리케이션을 구축하는 데 도움을 주는 실천적인 입문서입니다
3295,GCP를 처음 이용하는 개발자를 주 대상으로 하며 GCP가 제공하는 서비스 컴포넌트 의 전체 모습과 서비스를 조합하여 최적의 애플리케이션 아키텍처를 실현하는 방법을 구체적인 예제를 이용하여 알기 쉽게 설명합니다
3296,이와 함께 웹 애플리케이션을 움직이는 구체적인 순서 설명과 함께 컨테이너 오케스트레이션 등의 주제도 다루므로 실무에서 본격적인 이용을 고려하는 분에게 적당합니다
3297,단순한 GCP 사용 방법을 설명하는 것만이 아니라 GCP를 이용할 때 이해해야 하는 인프라에 대한 기초 기술도 함께 설명하므로 기술 동향의 변화가 심한 클라우드 설명서이면서도 진부함을 최소화하고자 했습니다
3298,또한 GCP의 강점인 클라우드 네이티브 아키텍처를 이용한 애플리케이션 실행 환경 구축을 예제로 들고 있다는 점도 커다란 특징입니다
3299,이 책의 강점은 구체적인 예제를 사용하여 친절하게 설명하여 GCP의 장점을 체득할 수 있다는 점에 있습니다
3300,GCP 이용이나 도입을 검토 중이고 처음으로 사용하거나 혹은 아마존 등의 다른 클라우드를 사용해본 적이 있는 프로그래머 개발자에게 추천하는 한 권의 책입니다
3301,이 책은 기존 자연어 처리 서적과는 다른 세 가지 특징을 가지고 있다
3302,첫째 자연어 처리에 활용되는 개념적인 설명에서 끝나는 것이 아니라 모델 구현에 집중한다
3303,그뿐만 아니라 상용 서비스를 지원하는 텐서플로를 기반으로 모델을 개발한다
3304,둘째 실무에서 자연어 처리 문제를 해결하는 데 조금이나마 도움이 되고자 캐글 대회의 문제를 활용했으며 감정분석부터 유사도 처리 챗봇에 이르기까지 다양한 문제를 다룬다
3305,셋째 딥러닝 기반 자연어 처리를 다룬 서적은 대부분 번역서이기 때문에 주로 영어 데이터만 다루지만 이 책에서는 영어 데이터뿐만 아니라 한글 데이터를 활용한 문제 해결까지 다룬다
3306,견고하면서도 확장성이 뛰어난 파이썬 코드를 만드는 비법
3307,파이썬은 누구나 쉽게 시작할 수 있는 프로그래밍 언어이다
3308,그러나 이 책에서 소개하는 다음 내용을 제대로 숙지하지 않고 개발을 하다보면 더 이상은 수정이 불가능한 코드를 마주하게 된다
3309,어디서부터 무엇이 잘못된 걸까 이 책을 통해 파이썬의 철학을 따르는 파이썬스러운 클린 코드를 작성하는 방법에 대해 알아보자
3310,클린 코드란 무엇인가
3311,파이썬스러운 pythonic 코드란 무엇인가
3312,파이썬에서 밑줄의 의미
3313,yield와 return의 차이
3314,이터러블과 이터레이터 제너레이터의 차이
3315,코루틴을 사용한 비동기 프로그래밍
3316,LBYL 코드 실행 전에 문제를 검사해야 할까 아니면 EAFP 일단 실행 후 발생한 예외를 잡아야 할까
3317,SOLID 원칙을 따르는 견고하고 확장성이 뛰어난 객체 만들기
3318,파이썬의 덕 타이핑 Duck Typing
3319,데코레이터를 사용해 내 맘대로 객체 꾸미기
3320,데이터 디스크립터와 비데이터 디스크립터의 차이
